;05.02.2022 13:00:00;05.02.2022 10:59:33;05.02.2022 09:00:34;05.02.2022 07:01:32;05.02.2022 05:02:34;05.02.2022 03:03:30;05.02.2022 01:04:20;04.02.2022 23:05:01;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 21:01:07;03.02.2022 19:02:05;03.02.2022 17:02:40;03.02.2022 15:03:40;03.02.2022 13:04:41;03.02.2022 11:05:53;03.02.2022 08:58:48;03.02.2022 06:59:59;03.02.2022 05:00:47;03.02.2022 03:01:44;03.02.2022 01:02:43;02.02.2022 22:59:15;02.02.2022 21:00:11;02.02.2022 19:01:21;02.02.2022 17:02:34;02.02.2022 15:03:42;02.02.2022 13:04:47;02.02.2022 11:05:54;02.02.2022 08:59:06;02.02.2022 07:00:14;02.02.2022 05:09:19;02.02.2022 03:02:34;02.02.2022 01:03:37;01.02.2022 23:04:24;01.02.2022 21:05:29;01.02.2022 18:58:39;01.02.2022 16:59:49;01.02.2022 15:00:03;01.02.2022 13:00:13;01.02.2022 11:00:54;01.02.2022 09:01:45;01.02.2022 07:03:01;01.02.2022 05:04:19;01.02.2022 03:05:36;01.02.2022 00:58:47
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
CBC.network;0,04092257;0,04114884;0,04135089;0,04157569;0,04187904;0,04068352;0,0403788;0,0399927;0,039728922;0,039465143;0,039201365;0,038937587;0,038673808;0,03841003;0,038146252;0,037882473;0,037618695;0,037354917;0,037091138;0,03682736;0,03678343;0,0358791;0,03639965;0,03641668;0,03765898;0,03724229;0,03743984;0,03737683;0,03736034;0,03749411;0,03736659;0,03668337;0,03788656;0,03794913;0,03847948;0,03907013;0,0391524;0,039334;0,03926828;0,03918835;0,03981344;0,03969794;0,04016238;0,03966082;0,03979979;0,03958185;0,03964494;0,03974284;0,03971767;0,03983694;0,03987751;0,03930322;0,03991232;0,04103603;0,04007544
Cirus Foundation;0,14598581;0,14936335;0,15588769;0,15447095;0,14901743;0,14549311;0,1484052;0,14975955;0,151423351;0,153087152;0,154750953;0,156414753;0,158078554;0,159742355;0,161406156;0,163069957;0,164733758;0,166397558;0,168061359;0,16972516;0,16908351;0,17160711;0,16968377;0,16981824;0,17121186;0,17334098;0,17387346;0,1751881;0,1741936;0,17750847;0,17940107;0,17917794;0,18138633;0,18144502;0,18065702;0,18213029;0,18085586;0,18071275;0,18314426;0,18193071;0,18209053;0,18194299;0,18382194;0,19403137;0,19434686;0,199387;0,20042028;0,1966997;0,20107559;0,204047;0,20265603;0,19955613;0,20033668;0,1943371;0,20043512
Illuvium;580,342;580,517;575,639;588,027;580,948;572,251;576,337;566,439;561,3919167;556,3448333;551,29775;546,2506667;541,2035833;536,1565;531,1094167;526,0623333;521,01525;515,9681667;510,9210833;505,874;500,961;502,775;505,851;500,471;507,295;513,43;512,709;512,871;518,076;524,335;528,262;517,072;536,58;523,212;524,748;549,274;547,744;546,762;544,42;546,796;553,313;547,711;559,643;566,622;561,452;562,061;550,94;560,5;548,402;559,74;555,405;555,396;554,763;538,915;541,55
Tribe;0,63353;0,628894;0,620491;0,628406;0,62456;0,614038;0,620819;0,626221;0,62370225;0,6211835;0,61866475;0,616146;0,61362725;0,6111085;0,60858975;0,606071;0,60355225;0,6010335;0,59851475;0,595996;0,592276;0,591762;0,595774;0,596125;0,605186;0,60608;0,61415;0,610641;0,603094;0,605664;0,598957;0,604225;0,612273;0,612628;0,606064;0,618973;0,609932;0,613065;0,611241;0,611517;0,61494;0,609229;0,617801;0,615858;0,611976;0,617413;0,616541;0,62258;0,616075;0,62223;0,614178;0,613348;0,61187;0,60794;0,607306
NuCypher;0,47816568;0,48723181;0,47290887;0,4673278;0,46342917;0,45493368;0,4554414;0,4469636;0,444924598;0,442885595;0,440846593;0,43880759;0,436768588;0,434729585;0,432690583;0,43065158;0,428612578;0,426573575;0,424534573;0,42249557;0,41472435;0,41846467;0,42092854;0,41899656;0,42023125;0,42849378;0,4283075;0,4290176;0,42783336;0,4292596;0,42416892;0,42371888;0,43211493;0,42892785;0,42766424;0,4388112;0,43690394;0,43927324;0,43541685;0,43706394;0,4388496;0,43488423;0,44030961;0,43904728;0,43701135;0,44005555;0,43867215;0,43767374;0,43818854;0,44364999;0,4395508;0,44073802;0,44393547;0,4378738;0,4397085
MOBOX;2,584159;2,570162;2,569568;2,641228;2,538096;2,476609;2,469641;2,476042;2,463480333;2,450918667;2,438357;2,425795333;2,413233667;2,400672;2,388110333;2,375548667;2,362987;2,350425333;2,337863667;2,325302;2,285055;2,299237;2,317827;2,297126;2,305725;2,35481;2,400688;2,386189;2,410603;2,422124;2,422937;2,453389;2,526646;2,443428;2,438607;2,629618;2,56534;2,482617;2,425264;2,411265;2,429568;2,393239;2,39733;2,392192;2,364291;2,386712;2,352029;2,363136;2,373003;2,407141;2,42305;2,429356;2,438393;2,410535;2,411046
Mask Network;5,862;5,8627;5,8132;5,9091;5,7782;5,7479;5,6373;5,6251;5,5657145;5,506329;5,4469435;5,387558;5,3281725;5,268787;5,2094015;5,150016;5,0906305;5,031245;4,9718595;4,912474;4,79774;4,916063;4,94534;4,903414;4,943375;4,964073;4,964675;4,97359;4,983271;5,0518;5,109;5,0786;5,2932;5,2419;5,3529;5,6895;5,7154;5,6558;5,5242;5,4893;5,558;5,5969;5,576;5,5205;5,498;5,5316;5,5805;5,5676;5,6519;5,6614;5,6556;5,5664;5,5601;5,5069;5,4797
Yield Guild Games;3,244633;3,270002;3,212178;3,263516;3,177864;3,139252;3,207213;3,156888;3,137729833;3,118571667;3,0994135;3,080255333;3,061097167;3,041939;3,022780833;3,003622667;2,9844645;2,965306333;2,946148167;2,92699;2,842748;2,905875;2,86263;2,903117;2,81515;2,853079;2,855975;2,842685;2,838348;2,862026;2,874745;2,847526;2,98169;3,004708;3,00109;3,15678;2,976679;2,944169;2,906235;2,983008;2,990784;2,951602;2,918527;2,953042;2,880201;2,84679;2,664033;2,68332;2,666964;2,689811;2,68842;2,663478;2,681609;2,678075;2,729133
Radicle;4,893631;4,828021;4,795535;4,911006;4,800008;4,725925;4,742655;4,654924;4,639821083;4,624718167;4,60961525;4,594512333;4,579409417;4,5643065;4,549203583;4,534100667;4,51899775;4,503894833;4,488791917;4,473689;4,40464;4,475988;4,486512;4,541405;4,775638;4,732671;4,704637;4,702352;4,675968;4,677511;4,635915;4,63664;4,761143;4,749634;4,762061;4,90013;4,891838;4,872036;4,90111;4,906871;4,918632;4,964906;4,979343;4,951053;4,920714;4,978101;4,994729;5,1087;5,0302;5,0498;5,0402;5,0964;5,0291;5,1662;5,0101
Gitcoin;7,4131;7,3938;7,3196;7,5566;7,3163;7,22;7,0077;6,853;6,808866667;6,764733333;6,7206;6,676466667;6,632333333;6,5882;6,544066667;6,499933333;6,4558;6,411666667;6,367533333;6,3234;6,1898;6,3159;6,3973;6,3823;6,4574;6,4757;6,5551;6,57;6,58;6,6784;6,724;6,7207;7,0204;6,9425;6,8951;7,2545;7,1918;7,21;7,1486;7,2595;7,1351;7,2898;7,2905;7,2049;7,1952;7,1797;7,2196;7,2086;7,405;6,9939;6,9441;6,8634;6,6746;6,6073;6,5337
Clover Finance;0,3307122;0,3263004;0,3252396;0,332158;0,330372;0,3225798;0,32338;0,3217424;0,319380508;0,317018617;0,314656725;0,312294833;0,309932942;0,30757105;0,305209158;0,302847267;0,300485375;0,298123483;0,295761592;0,2933997;0,2915082;0,2940336;0,2885659;0,2880216;0,2874528;0,2864041;0,290049;0,2889664;0,285131;0,2881775;0,287885;0,2873232;0,300968;0,2930674;0,2939528;0,3042336;0,3079452;0,30885;0,306291;0,306291;0,3098771;0,3053688;0,3134287;0,3117933;0,3068775;0,3124602;0,3040038;0,3077324;0,3055064;0,308483;0,307257;0,3044484;0,3064696;0,3040697;0,3065384
SuperRare;0,553812;0,560747;0,561301;0,561172;0,553242;0,547249;0,561982;0,566546;0,562468;0,55839;0,554312;0,550234;0,546156;0,542078;0,538;0,533922;0,529844;0,525766;0,521688;0,51761;0,512109;0,52856;0,535908;0,529361;0,557162;0,544434;0,559697;0,570842;0,588791;0,581675;0,558054;0,557797;0,557676;0,547177;0,514417;0,548328;0,503508;0,4872375;0,4989436;0,48829;0,4856813;0,4758072;0,4821297;0,4876767;0,4705455;0,4780374;0,4808949;0,4856124;0,4928955;0,503174;0,506751;0,531449;0,501577;0,472601;0,4696097
BarnBridge;9,7376;9,3779;9,3026;9,2305;9,0022;8,9431;9,0896;8,9616;8,921291667;8,880983333;8,840675;8,800366667;8,760058333;8,71975;8,679441667;8,639133333;8,598825;8,558516667;8,518208333;8,4779;8,29;8,5322;8,6921;8,579;8,6325;8,5478;8,7547;8,669;8,6858;8,5478;8,5923;8,4955;8,8166;8,6504;8,5972;8,8528;8,734;8,8484;8,7093;8,7004;8,7103;8,6284;8,7014;8,7231;8,7171;8,6973;8,6401;8,7339;8,7123;8,889;8,8526;8,7784;9,007;8,8902;8,8308
Tornado Cash;20,7789;20,9427;20,8958;20,9784;20,8099;20,7011;20,5128;20,2791;20,18316667;20,08723333;19,9913;19,89536667;19,79943333;19,7035;19,60756667;19,51163333;19,4157;19,31976667;19,22383333;19,1279;18,9261;19,2172;20,033;19,7387;19,8467;20,3586;20,0817;20,1922;20,2668;20,3498;20,2051;19,8466;20,3242;19,4788;19,5054;20,748;19,9899;19,9333;19,6559;19,7092;19,7824;19,7424;20,1109;19,7558;19,6935;19,8159;19,7602;19,7269;19,6981;19,938;19,7713;19,9872;19,7958;19,8849;19,9428
Gala;0,21701164;0,21703644;0,19549835;0,19543128;0,19540892;0,18877475;0,17495478;0,17384734;0,172929433;0,172011525;0,171093618;0,17017571;0,169257803;0,168339895;0,167421988;0,16650408;0,165586173;0,164668265;0,163750358;0,16283245;0,15987505;0,16173401;0,16187666;0,16105005;0,16380374;0,16464412;0,16444173;0,16354966;0,16164025;0,16159318;0,16473931;0,16415399;0,17133375;0,16986988;0,17057425;0,17780774;0,17824444;0,17747927;0,17667678;0,17716937;0,1779552;0,17893609;0,1816848;0,18195049;0,17598067;0,18279094;0,1793048;0,18372963;0,18283879;0,18346896;0,18042516;0,17861199;0,18092148;0,17588782;0,1762774
Quant;117,661;117,149;118,569;119,402;119,126;119,94;116,753;115,98;115,949;115,918;115,887;115,856;115,825;115,794;115,763;115,732;115,701;115,67;115,639;115,608;111,101;109,275;110,151;110,452;114,981;118,667;115,323;112,573;101,856;101,727;100,693;95,9301;100,847;101,798;96,2305;101,167;94,553;95,3551;91,9554;91,621;92,352;91,2658;93,1512;92,0279;92,6963;89,01;87,7542;88,0999;86,4316;85,2455;85,6418;85,1127;86,4967;86,5841;86,4367
Livepeer;26,5327;26,1945;25,9172;26,5552;26,4035;26,2872;25,8762;25,3984;25,15904167;24,91968333;24,680325;24,44096667;24,20160833;23,96225;23,72289167;23,48353333;23,244175;23,00481667;22,76545833;22,5261;22,3253;22,7824;22,9862;22,7691;22,8809;22,545;23,3307;23,463;23,3471;23,3964;23,4914;23,5658;24,7204;24,5997;24,2348;24,7651;24,8987;24,53;23,8054;23,6421;23,6474;23,58;23,7096;23,7443;23,5655;23,739;23,7656;23,9497;23,913;23,7603;24,105;23,9847;24,4614;24,2542;24,0864
